No.,ID,Name,URL,Address,State,Contact details 1,Contact details 2,Contact details 3,Contact details 4,Contact details 5,Contact details 6,Contact details 7,Good/BAD
1127,93190,Z Sports,https://www.henryusa.com/dealer-location/z-sports/,"504 Kalanikoa st bay 7Hilo, HI 96720",Hawaii,Empty field,808-935-6111,zsportsg@yahoo.com,Empty field,Empty field,Empty field,Empty field,
1128,93325,93 Outdoor Sports,https://www.henryusa.com/dealer-location/93-outdoor-sports/,"517 S Challis St.Salmon, ID 83467",Idaho,Empty field,208-756-3002,dwolf217@me.com,https://www.facebook.com/93-Outdoor-Sports-424935744294592/,Empty field,Empty field,Empty field,
1129,93300,Ace Hardware – Pocatello,https://www.henryusa.com/dealer-location/ace-hardware/,"222 South 5th AvenuePocatello, ID 83201",Idaho,Empty field,208-232-8722,ace11928@yahoo.com,Empty field,Empty field,Empty field,Empty field,
1130,93331,Al’s Pawn Shop,https://www.henryusa.com/dealer-location/als-pawn-shop/,"5600 Cleveland BoulevardCaldwell, ID 83606",Idaho,Empty field,208-454-8038,Als_Pawn@yahoo.com,http://als-pawn.com/contact/1217829,208-454-0830,Empty field,Empty field,
1131,93343,All States Distributing Inc,https://www.henryusa.com/dealer-location/all-states-distributing-inc/,"614 West HWY 39Blackfoot, ID 83221",Idaho,Empty field,208-684-4421,Empty field,Empty field,Empty field,Empty field,Empty field,
1132,93342,Alpha Omega Services,https://www.henryusa.com/dealer-location/alpha-omega-services/,"Armageddon Armory2809 Garrity Blvd.Nampa, ID 83686",Idaho,Empty field,208-465-3577,sales@armageddonarmory.com,Empty field,Empty field,Empty field,Empty field,
1133,93354,Army Surplus,https://www.henryusa.com/dealer-location/army-surplus/,"501 Oak StreetSandpoint, ID 83864",Idaho,Empty field,208-263-7331,surplusman63@msn.com,Empty field,208-265-0162,Empty field,Empty field,
1134,93335,Benny’s Pawn,https://www.henryusa.com/dealer-location/bennys-pawn/,"451 N MainMeridian, ID 83642",Idaho,Empty field,208-888-3710,bennyspawn7@yahoo.com,Empty field,Empty field,Empty field,Empty field,
1135,93368,Bent Rod Outdoors Llc,https://www.henryusa.com/dealer-location/bent-rod-outdoors-llc/,"811 S Hwy 93Challis, ID 83226",Idaho,Greg,208-879-2500,info@thebentrod.com,http://thebentrod.com,Empty field,Empty field,Empty field,
1136,93332,Bi-mart – Emmett,https://www.henryusa.com/dealer-location/bi-mart-681/,"179 West Hwy 52Emmett, ID 83617",Idaho,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
1137,93340,Bi-mart – Weiser,https://www.henryusa.com/dealer-location/bi-mart-673/,"1545 East 6th StWeiser, ID 83672",Idaho,Empty field,208-549-8774,Empty field,Empty field,Empty field,Empty field,Empty field,
1138,93303,Big Boar Guns,https://www.henryusa.com/dealer-location/bob-toms-big-boar-guns/,"161 NW Main StreetBlackfoot, ID 83221",Idaho,Lance Hoffenbacker,208-785-4862,shoot@bigboarguns.com,http://www.bigboarguns.com/,Empty field,Empty field,Empty field,
1139,93349,Black Sheep Sporting Goods,https://www.henryusa.com/dealer-location/black-sheep-sporting-goods/,"200 W HANLEY AVENUE#12Coeur D'Alene, ID 83815",Idaho,JoEllen Gewecke,208-667-7831,info@blacksheepsportinggoods.com,http://www.blacksheepidaho.com,208-667-1362,Empty field,Empty field,
1140,93355,Building Maintenance and Supply Co,https://www.henryusa.com/dealer-location/building-maintenance-and-supply-co/,"716 Bank StreetWallace, ID 83873",Idaho,Empty field,208-556-1164,dwain1@nwminesupply.com,Empty field,208-753-4211,Empty field,Empty field,
1141,92672,C W Firearms and Ammo,https://www.henryusa.com/dealer-location/c-w-firearms-and-ammo/,"15337 Grangemont RdOrofino, ID 83544",Idaho,Nathan McDonald,951-315-3880,cwfirearmsandammo@gmail.com,https://www.cwfirearmsandammo.com/,Empty field,Empty field,Empty field,
1142,93318,C-a-l Ranch Store – Ammon,https://www.henryusa.com/dealer-location/c-a-l-ranch-stores/,"976 CURLEW DRAMMON, ID 83406",Idaho,Empty field,208-523-3359,Empty field,http://www.calranch.com,208-522-8539,Empty field,Empty field,
1143,93305,C-a-l Ranch Store – Blackfoot,https://www.henryusa.com/dealer-location/c-a-l-ranch-store-2/,"250 N. MeridianBlackfoot, ID 83221",Idaho,Empty field,208-785-2941,bfasstmanager@calranch.com,http://www.calranch.com/,Empty field,Empty field,Empty field,
1144,93314,C-a-l Ranch Store – Burley,https://www.henryusa.com/dealer-location/c-a-l-ranch-store-3/,"226 Overland AvenueBurley, ID 83318",Idaho,Empty field,208-678-7610,buasstmanagers@calranch.com,Empty field,Empty field,Empty field,Empty field,
1145,93301,C-a-l Ranch Store – Chubbuck,https://www.henryusa.com/dealer-location/c-a-l-ranch-store/,"4115 Yellowstone AveChubbuck, ID 83202",Idaho,Empty field,208-233-4288,adiamond@calranch.com,https://www.calranch.com/,Empty field,Empty field,Empty field,
1146,93323,C-a-l Ranch Store – Rexburg,https://www.henryusa.com/dealer-location/c-a-l-ranch-store-4/,"125 VALLEY RIVER DR STE 109Rexburg, ID 83440",Idaho,Empty field,208-356-3343,Empty field,https://www.calranch.com/,Empty field,Empty field,Empty field,
1147,93344,Cabela’s – Boise,https://www.henryusa.com/dealer-location/cabelas-13/,"8109 Franklin RoadBoise, ID 83709",Idaho,Empty field,208-672-7900,Michael.Lansdell@cabelas.com,http://www.cabelas.com,Empty field,Empty field,Empty field,
1148,93353,Cabela’s – Post Falls,https://www.henryusa.com/dealer-location/cabelas-14/,"101 North Cabela WayPost Falls, ID 83854",Idaho,Chris Toscano,208-777-6360,Firearms_Operations_Outfitter_425@cabelas.com,http://www.cabelas.com,Empty field,Empty field,Empty field,
1149,93352,Center Target Sports,https://www.henryusa.com/dealer-location/center-target-sports/,"3295 East Mullan AVePost Falls, ID 83854",Idaho,Julie,208-773-2331,julie@centertargetsports.com,http://www.centertargetsports.com,Empty field,Empty field,Empty field,
1150,93345,Cliff’s Guns Safes & Reloading,https://www.henryusa.com/dealer-location/cliffs-guns-safes-reloading/,"11505 W Fairview AveSuite 101Boise, ID 83713",Idaho,Kevin Parker,208-375-8694,cliffsgsr@gmail.com,http://www.cliffsgsr.us,208-322-8688,Empty field,Empty field,
1151,93367,Craiggerbuilt,https://www.henryusa.com/dealer-location/craiggerbuilt/,"934 Washington StreetMontpelier, ID 83254",Idaho,Empty field,208-847-2500,craig@craiggerbuilt.com,Empty field,Empty field,Empty field,Empty field,
1152,93328,Dales Cashway,https://www.henryusa.com/dealer-location/dales-cashway/,"4675 highway 12Kamiah, ID 83536",Idaho,Empty field,208-935-2742,cashway@wildblue.net,Empty field,Empty field,Empty field,Empty field,
1153,93308,Dave’s Tackle & Sports,https://www.henryusa.com/dealer-location/daves-tackle-sports/,"190 South 2nd EastSoda Springs, ID 83276",Idaho,Empty field,208-547-3023,davestackle@outlook.com,Empty field,Empty field,Empty field,Empty field,
1154,101743,Faith Outdoors,https://www.henryusa.com/dealer-location/faith-outdoors/,"2200 Cortland PLNampa, ID 83687",Idaho,Nathan Guy,208-686-8986,info@faithoutdoorsid.com,http://www.faithoutdoorsid.com,Empty field,Empty field,Empty field,
1155,93347,Far North Outfitters,https://www.henryusa.com/dealer-location/far-north-outfitters/,"6791 Main StreetBonners Ferry, ID 83805",Idaho,Empty field,208-267-5547,farnorth@farnorthoutfitters.com,http://www.farnorthoutfitters.com,Empty field,Empty field,Empty field,
1156,93373,Flying B Ranch,https://www.henryusa.com/dealer-location/flying-b-ranch/,"2900 Lawyer Creek Rd.Kamiah, ID 83536",Idaho,Jeremi Syron,208-935-0755,jeremis@flyingbranch.com,http://www.flyingbranch.com,208-935-7633,Empty field,Empty field,
1157,93311,Flying V Rifle Ranch,https://www.henryusa.com/dealer-location/flying-v-rifle-ranch/,"2604 North 2700 EastTwin Falls, ID 83301",Idaho,Empty field,208-655-4456,Empty field,Empty field,Empty field,Empty field,Empty field,
1158,110954,Gate City Tactical Ii,https://www.henryusa.com/dealer-location/gate-city-tactical-ii/,"81 S Main StSoda Springs, ID 83276",Idaho,Steven Barrick,208-572-2274,steven@gatecitytactical2.com,Empty field,Empty field,Empty field,Empty field,
1159,123248,GRIT SHOP GUNS LLC,https://www.henryusa.com/dealer-location/grit-shop-guns-llc/,"4665 SOUTH 4600 WESTMALAD CITY, ID 83252",Idaho,DEREK SCHRENK,208-850-2583,GRITSHOPGUNS@GMAIL.COM,Empty field,Empty field,Empty field,Empty field,
1160,110455,Gritton’s,https://www.henryusa.com/dealer-location/grittons/,"40 E. Hooper Ave.Soda Springs, ID 83276",Idaho,Paul Gritton,208-221-1224,grittonphoto@gmail.com,https://www.facebook.com/GrittonPhotography,Empty field,Empty field,Empty field,
1161,93364,Guns N Gear,https://www.henryusa.com/dealer-location/guns-n-gear/,"1315 S Utah Ave.Idaho Falls, ID 83402",Idaho,Mike Loy,208-227-8400,info@gngsports.com,http://gngsports.com,Empty field,Empty field,Empty field,
1162,93316,High Desert Sports Llc,https://www.henryusa.com/dealer-location/high-desert-sports-llc/,"201 N River StreetPO Box 158Hailey, ID 83333",Idaho,Empty field,208-788-3804,Empty field,Empty field,Empty field,Empty field,Empty field,
1163,101666,Idaho Gun & Outdoors,https://www.henryusa.com/dealer-location/idaho-gun-outdoors/,"8600 W Franklin RoadBoise, ID 83709",Idaho,Scott Stirrat,208-378-1600,sales@idahogunstore.com,http://www.IdahoGunStore.com,Empty field,Empty field,Empty field,
1164,93336,Impact Guns – Boise,https://www.henryusa.com/dealer-location/impact-guns/,"11655 W. Executive DrBoise, ID 83642",Idaho,Empty field,208-321-1288,sales@impactguns.com,http://www.impactguns.com,801-393-2476,Empty field,Empty field,
1165,113203,Jims Guns Ammo and Repair Llc,https://www.henryusa.com/dealer-location/jims-guns-ammo-and-repair-llc/,"1527 N Park Centre PlNampa, ID 83651",Idaho,Jim Payne or Wayne Stephens,208-465-7881,jimsguns411@gmail.com,https://jimsguns411.com/,Empty field,Empty field,Empty field,
1166,93337,Jkd Professional Gunsmithing,https://www.henryusa.com/dealer-location/jkd-professional-gunsmithing/,"8390 Hwy 44Middleton, ID 83644",Idaho,Empty field,208-585-9922,jkdguns@Yahoo.com,Empty field,Empty field,Empty field,Empty field,
1167,93313,Jones Hardware,https://www.henryusa.com/dealer-location/jones-hardware/,"1029 Main StreetBuhl, ID 83316",Idaho,Empty field,208-543-8812,Empty field,Empty field,Empty field,Empty field,Empty field,
1168,93374,Larry’s Sporting Goods Inc,https://www.henryusa.com/dealer-location/larrys-sporting-goods-inc/,"704 2Nd St SNampa, ID 83651",Idaho,Empty field,208-467-9201,jim@larryssg.com,Empty field,Empty field,Empty field,Empty field,
1169,93327,Lolo Sporting Goods,https://www.henryusa.com/dealer-location/lolo-sporting-goods/,"1026 Main StLewiston, ID 83501",Idaho,Mike Thomas,208-743-1031,lolo.sports@gmail.com,http://www.lolosportinggoods.com,208-743-1352,Empty field,Empty field,
1170,93372,Mid Star Firearms,https://www.henryusa.com/dealer-location/mid-star-firearms/,"8390 Highway 44Middleton, ID 83644",Idaho,Empty field,208-585-9922,jkdguns@yahoo.com,Empty field,Empty field,Empty field,Empty field,
1171,112243,Mountain Archery Corp,https://www.henryusa.com/dealer-location/mountain-archery-corp/,"2630 S 2000WRexburg, ID 83440",Idaho,Blake Larsen,208-656-0616,Empty field,http://www.maketheshot.com,Empty field,Empty field,Empty field,
1172,93338,Mountain Sports,https://www.henryusa.com/dealer-location/mountain-sports/,"1410 Airbase RoadMountain Home, ID 83647",Idaho,Empty field,208-587-8858,Empty field,Empty field,Empty field,Empty field,Empty field,
1173,93362,North 40 Outfitters – Coeur d’Alene,https://www.henryusa.com/dealer-location/north-40-outfitters-2/,"170 E Kathleen AveCoeur d'Alene, ID 83815",Idaho,Empty field,208-746-1368,Empty field,Empty field,208-666-9621,Empty field,Empty field,
1174,93363,North 40 Outfitters – Lewiston,https://www.henryusa.com/dealer-location/north-40-outfitters-3/,"2981 Thain GradeLewiston, ID 83501",Idaho,Empty field,208-746-1368,lewguns@north40.com,Empty field,208-746-2955,Empty field,Empty field,
1175,93361,North 40 Outfitters – Ponderay,https://www.henryusa.com/dealer-location/north-40-outfitters/,"477181 N Hwy 95Ponderay, ID 83852",Idaho,Empty field,208-255-5757,daryl.moats@north40.com,Empty field,208-255-5758,Empty field,Empty field,
1176,93356,Nw Magnum Gun Shop,https://www.henryusa.com/dealer-location/nw-magnum-gun-shop/,"1219 S Challis StreetSalmon, ID 83467",Idaho,Empty field,208-756-3006,sales@northwestmagnum.com,http://www.northwestmagnum.com/,Empty field,Empty field,Empty field,
1177,122235,"Oc Guns N Gear, Inc",https://www.henryusa.com/dealer-location/oc-guns-n-gear-inc/,"148 JOHNSON AVEOROFINI, ID 83544",Idaho,KEITH NICHOLS,208-476-7871,KEITH@OCGUNSNGEAR.COM,http://WWW.OCGUNSNGEAR.COM,Empty field,Empty field,Empty field,
1178,93333,Ponderosa Sports,https://www.henryusa.com/dealer-location/ponderosa-sports/,"6854 Hwy 55Horseshoe Bend, ID 83629",Idaho,Carey Harrison,208-793-3121,carey@ponderosasports.com,http://www.ponderosasports.com,Empty field,Empty field,Empty field,
1179,93359,Rae Brothers Sporting Goods,https://www.henryusa.com/dealer-location/rae-brothers-sporting-goods/,"247 E MainGrangeville, ID 83530",Idaho,Empty field,208-983-2877,mel@raebrossports.com,https://www.facebook.com/RaeBrosSports/,Empty field,Empty field,Empty field,
1180,111925,Rain Maker Llc,https://www.henryusa.com/dealer-location/rain-maker-llc/,"398 West Highway 39Blackfoot, ID 83221",Idaho,Brent Hartman and Tyson Andersen,208-785-7017,brent@veiblack.com or tyson@veiblackfoot.com,https://veiblackfoot.com/,Empty field,Empty field,Empty field,
1181,93312,Red’s Trading Post Inc.,https://www.henryusa.com/dealer-location/reds-trading-post-inc/,"203 5th Ave SouthTwin Falls, ID 83301",Idaho,Empty field,208-733-3546,ryan@redstradingpost.com,http://www.redstradingpost.com,208-734-2793,Empty field,Empty field,
1182,93358,Reloading Center,https://www.henryusa.com/dealer-location/reloading-center/,"515 W Main StBurley, ID 83318",Idaho,Empty field,208-878-5053,reloadghauser@gmail.com,Empty field,Empty field,Empty field,Empty field,
1183,93357,Riverman Gun Works,https://www.henryusa.com/dealer-location/riverman-gun-works/,"6040 N Government Way Ste 101Dalton Gardens, ID 83815",Idaho,Empty field,208-772-3700,info@rivermangunworks.com,https://www.rivermangunworks.com/,Empty field,Empty field,Empty field,
1184,93341,Rohnert’s,https://www.henryusa.com/dealer-location/rohnerts/,"19618 Fish RoadWilder, ID 83676",Idaho,Empty field,208-482-6717,Empty field,Empty field,Empty field,Empty field,Empty field,
1185,93360,Ron’s Sportsmen Llc,https://www.henryusa.com/dealer-location/rons-sportsmen-llc/,"110 Pine Tree DrPinehurst, ID 83850",Idaho,Empty field,208-783-1133,Empty field,Empty field,Empty field,Empty field,Empty field,
1186,93319,Ross Coin & Gun,https://www.henryusa.com/dealer-location/ross-coin-gun/,"390 North Eastern AvenueIdaho Falls, ID 83402",Idaho,Empty field,208-522-0847,Empty field,Empty field,208-523-8624,Empty field,Empty field,
1187,93322,S & S Sporting,https://www.henryusa.com/dealer-location/s-s-sporting/,"1845 S. 1500 E.Driggs, ID 83422",Idaho,Empty field,208-313-1570,scottsgunsmithing@yahoo.com,http://www.savagegunsmithing.com/,Empty field,Empty field,Empty field,
1188,93375,Sam’s Gun Shop,https://www.henryusa.com/dealer-location/sams-gun-shop/,"675 Jefferson AvePocatello, ID 83201",Idaho,Empty field,208-233-7879,samsguns@cableone.net,Empty field,Empty field,Empty field,Empty field,
1189,93317,"Simerly’s, Inc.",https://www.henryusa.com/dealer-location/simerlys-inc/,"280 South Idaho StreetPO Box 207Wendell, ID 83355",Idaho,Empty field,208-536-6641,Empty field,Empty field,Empty field,Empty field,Empty field,
1190,93329,Snake River Arms,https://www.henryusa.com/dealer-location/snake-river-arms/,"105 Ash AvenuePO BOX 425Lapwai, ID 83540",Idaho,Empty field,208-843-2419,info@snakeriverarms.com,http://www.snakeriverarms.com,208-843-5045,Empty field,Empty field,
1191,98388,Sportsman’s Warehouse – Idaho Falls,https://www.henryusa.com/dealer-location/sportsmans-warehouse-52/,"2909 S. 25th E.Idaho Falls, ID 83406",Idaho,Brandon Pettingill,208-542-1900,105-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/id/idaho-falls/2909-s-25th-e,208-542-1901,Empty field,Empty field,
1192,98389,Sportsman’s Warehouse – Lewiston,https://www.henryusa.com/dealer-location/sportsmans-warehouse-53/,"2002 Thain GradeLewiston, ID 83501",Idaho,Erik Garcia,208-743-2000,226-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/id/lewiston/2002-thain-grade,208-743-0700,Empty field,Empty field,
1193,98390,Sportsman’s Warehouse – Meridian,https://www.henryusa.com/dealer-location/sportsmans-warehouse-54/,"3797 E Fairview AvenueMeridian, ID 83642",Idaho,Danielle Lewis,208-884-3000,104-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/id/meridian/3797-e-fairview-avenue,208-884-3100,Empty field,Empty field,
1194,98391,Sportsman’s Warehouse – Nampa,https://www.henryusa.com/dealer-location/sportsmans-warehouse-55/,"16865 N. Market Place Blvd.Nampa, ID 83687",Idaho,Jayma Hoyt,208-468-7600,224-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/id/nampa/16865-n-market-place-blvd,208-468-7601,Empty field,Empty field,
1195,98392,Sportsman’s Warehouse – Pocatello,https://www.henryusa.com/dealer-location/sportsmans-warehouse-56/,"760 Yellowstone AvePocatello, ID 83201",Idaho,Richard Joseph,208-232-3100,236-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/id/pocatello/760-yellowstone-ave,208-232-5019,Empty field,Empty field,
1196,93309,Sportsman’s Warehouse – Twin Falls,https://www.henryusa.com/dealer-location/sportsmans-warehouse-6/,"1940 Bridgeview BlvdTwin Falls, ID 83301",Idaho,Ready Starr,208-737-9900,118-hunting@sportsmanswarehouse.com,https://stores.sportsmans.com/sportsmans-warehouse/us/id/twin-falls/1940-bridgeview-boulevard,208-737-9901,Empty field,Empty field,
